docket_number,date_argued,justice,sentiment_score_afinn,sentiment_score_sentimentr,questions,interruptions,words_spoken,top_word,unigrams,most_positive_sentence,most_negative_sentence,caseName,petitioner_wins,justice_in_majority,voted_for_petitioner
18-1501,2020-03-03T00:00:00Z,JUSTICE SOTOMAYOR,-1.25,0.249255853235053,3,1,195,net,fraud granted answer statute entitles court equitable relief benefit investors provide ancillary jurisdiction manner spoken assuming stated accounting net profits actual people injured recognize multitude questions joint liability recovery net profits people tippees putting simple straightforward net profits investors injured administrative process laws disgorgement referenced disgorgement statute undefined common law,There is a statute here that entitles the court to give equitable relief that may be appropriate or necessary for the benefit of investors.,"Putting all of that aside, just a simple straightforward case of net profits from investors who are actually injured.",LIU v. SECURITIES AND EXCHANGE COMMISSION,TRUE,TRUE,TRUE
18-1501,2020-03-03T00:00:00Z,JUSTICE KAGAN,0,0.246251896083609,4,1,238,investors,rapawy congress acted backdrop raise qualifications talking disgorgement remedy entail basic understanding counted line equitable powers reasonable read statute suppose reject broad focus question issue net profits issue constraints question giving money investors raised issue identifiable equitable principle money investors investors faith efforts diligent efforts words net profits rule similar question sec view deduct,"Well, you know, make -- make good-faith efforts; make, you know, diligent efforts.","Well, suppose we were to reject your broad argument and focus the question on -- on this issue and also on the net profits issue.",LIU v. SECURITIES AND EXCHANGE COMMISSION,TRUE,TRUE,TRUE
18-1501,2020-03-03T00:00:00Z,JUSTICE GORSUCH,-1,0.27064246730348,3,4,137,equity,equity paralleled class action practice police efforts defendant return money investors defrauded left people found money supply ready guide impermissible government effort police assuming reject primary equity traditional principles equity drawn understand,"And they come from equity and traditional principles of equity, right?","But why doesn't that supply at least a ready guide and maybe make it impermissible for the government to not make any effort at all or -- but why can't we police it, assuming we reject your primary argument?",LIU v. SECURITIES AND EXCHANGE COMMISSION,TRUE,TRUE,TRUE
18-1501,2020-03-03T00:00:00Z,JUSTICE KAVANAUGH,-1.4,0.154875605641502,2,5,96,net,agree alito's conditions net profits returned victims limited net profits returned victims necessarily yeah wrong isolate answer,Right.,I just wanted to isolate your answer just to be --,LIU v. SECURITIES AND EXCHANGE COMMISSION,TRUE,TRUE,TRUE
18-1501,2020-03-03T00:00:00Z,JUSTICE GINSBURG,-4.83333333333333,0.10071799990263,4,0,336,context,rapawy started kokesh labeled penalty equity enforce penalties kokesh specific context statute limitations purposes penalty purpose characterized penalty determining fraudster retain profits fraud notion categorize context disgorgement penalty necessarily carry legal scholar quoted court walter wheeler cook tendency assume word appearing legal contexts connection purpose purpose statute limitations depriving fraudster profits fraud assume characterization context carries notion tenacity original sin constantly guarded kokesh statute limitations purposes penalty specific footnoting context penalty equitable principle allowed profit wrong equitable principle ancillary agreed equitable principle profit wrong suggested punishment context equitable remedy context efforts money investors require money paid treasury,"But I believe you agreed with me that it's an equitable principle, that no one should profit from his or her own wrong.",Is it not an equitable principle that no one should be allowed to profit from his own wrong?,LIU v. SECURITIES AND EXCHANGE COMMISSION,TRUE,TRUE,TRUE
18-1584,2020-02-24T00:00:00Z,CHIEF JUSTICE ROBERTS,,0.439162453833674,0,1,41,clement,time expired briefly respond yang clement clement kellogg,Thank you.,Mr. Clement.,U.S. FOREST SERVICE v. COWPASTURE RIVER PRESERVATION ASSOCIATION,TRUE,TRUE,TRUE
18-1584,2020-02-24T00:00:00Z,JUSTICE THOMAS,,,,,,,,,,U.S. FOREST SERVICE v. COWPASTURE RIVER PRESERVATION ASSOCIATION,TRUE,TRUE,TRUE
18-1584,2020-02-24T00:00:00Z,JUSTICE BREYER,0.333333333333333,0.093284819046559,8,6,346,trail,pipeline dimensions trail briefs trail ridge ridge pipeline trail underground trail pipeline supposed hundred feet enter enter easement views enter ground easement yeah enters leaves reserved trail views question decide issue park service people sap challenge fine question harm restrict question answers view win pipelines trail ground decide court kinds implications challenge park service coming removing tree yeah,Yeah.,"The question was what harm would we do if we just restrict this to the question that answers it, that -- in your view?",U.S. FOREST SERVICE v. COWPASTURE RIVER PRESERVATION ASSOCIATION,TRUE,TRUE,TRUE
18-1584,2020-02-24T00:00:00Z,JUSTICE ALITO,0,0.18191375426613,7,3,244,park,wrong simple trail top earth pipeline 600 feet surface trail draw distinction trail land trail surface 600 feet surface trail practical difference viewing surface 600 feet trail land difference statute park system consists lands administered park service administered administered exclusively park service administered sense park service time runs office park service assume park service office washington park system administered park service,Well --,"And when I think of a pipeline that is 600 feet below the surface, that doesn't seem like a trail.",U.S. FOREST SERVICE v. COWPASTURE RIVER PRESERVATION ASSOCIATION,TRUE,TRUE,TRUE
18-1584,2020-02-24T00:00:00Z,JUSTICE SOTOMAYOR,2,0.162751913216447,8,7,274,act,yang yang time inherent answering agencies simultaneous administration possibly management responsibilities nrdc's amicus mineral leasing act entire provision devoted agencies responsible administer piece land finish question assuming accept agencies administer trail act supersede mineral forest department's permission grant pipes trail act supersede permission agencies simultaneous coexistent responsibilities clement clement grateful view inherent language act definitions act park service easements top trail tact speak land surface land talking land underneath separate explain reason superficial appeal reading briefs statute viable briefed,"Mr. Clement, I'm very grateful you said that.","You didn't either, or you would have briefed it this way.",U.S. FOREST SERVICE v. COWPASTURE RIVER PRESERVATION ASSOCIATION,TRUE,FALSE,FALSE
18-1584,2020-02-24T00:00:00Z,JUSTICE KAGAN,0.5,0.174390980254283,2,6,628,trail,difficult distinction wrap one's head yang understand trail traverses forest understand meant broader forest trail cuts path trail distinct trail land trail makes distinction real life walk trail bike trail backpack trail backpacking biking walking land relocated means land matter plain english briefs writers writers briefs strange read trail piece land wrapped strange locutions trail traversing land imagining top question yang meaningful call forest service tree fell path guess looked regulations strikes appalachian trail national park service pacific trail weirdness appalachian trail national park service regulates trail vehicles trail development maintenance trail words national park service basically land regulation land trail 1246 statute 1246 1246 1246 1 1246 excuse basically director park service charge regulating land trail land cover tree falls trail 1246 1 secretary charged administration secretary interior provide development maintenance trails clement alito's idea cut started mineral wondered win approach win surface subsurface approach mineral leasing act authority rights including pipelines secretary talks surface surface federal lands involved proposed jurisdiction federal agency agency head authorized grant suggests mla substratum person control surface true,1246(f) --,"Let me ask you a question, Mr. Yang, because you said, and this would be very meaningful to me, you said you would call the Forest Service if there -- if a -- if a tree fell over the path.",U.S. FOREST SERVICE v. COWPASTURE RIVER PRESERVATION ASSOCIATION,TRUE,FALSE,FALSE
18-1584,2020-02-24T00:00:00Z,JUSTICE GORSUCH,,,,,,,,,,U.S. FOREST SERVICE v. COWPASTURE RIVER PRESERVATION ASSOCIATION,TRUE,TRUE,TRUE
18-1584,2020-02-24T00:00:00Z,JUSTICE KAVANAUGH,,,,,,,,,,U.S. FOREST SERVICE v. COWPASTURE RIVER PRESERVATION ASSOCIATION,TRUE,TRUE,TRUE
18-1584,2020-02-24T00:00:00Z,JUSTICE GINSBURG,0,0.162054865331964,6,5,295,national,yang preliminary preliminary question issue mineral leasing act issues fourth circuit dealt devoted pages event reconsideration environmental consequences forest management act national nepa reviews potential mineral leasing act question moot decision legislation environmental legislation crossing trail impermissible line reply doubts trail national park system inconsistent statutory provision national park system told trail national park system statutory definition national park system consists land water trail land national park system reply 17 doubts trail page doubts trail national park system reply clement line yang trail national park system,Well --,"This issue of the Mineral Leasing Act is the third of the issues that the Fourth Circuit dealt with, and it was the one to which they devoted the least number of pages.",U.S. FOREST SERVICE v. COWPASTURE RIVER PRESERVATION ASSOCIATION,TRUE,TRUE,TRUE
18-217,2019-10-16T00:00:00Z,CHIEF JUSTICE ROBERTS,-0.333333333333333,0.367227469605035,3,2,72,criteria,sentencer list criteria supposed specifies suspend sentence feigin opportunity spinelli,"Thank you, counsel.",Mr. Feigin.,MATHENA v. MALVO,,,
18-217,2019-10-16T00:00:00Z,JUSTICE THOMAS,,,,,,,,,,MATHENA v. MALVO,,,
18-217,2019-10-16T00:00:00Z,JUSTICE BREYER,,,,,,,,,,MATHENA v. MALVO,,,
18-217,2019-10-16T00:00:00Z,JUSTICE ALITO,,,,,,,,,,MATHENA v. MALVO,,,
18-217,2019-10-16T00:00:00Z,JUSTICE SOTOMAYOR,-3.14285714285714,0.191978453957421,2,3,279,miller,judge history position practical effect montgomery language drawn difference juvenile sentenced death incorrigible youth discretionary sentence sentenced death life parole judge incorrigible crime horrible nub language montgomery miller sense treat teague miller retroactive procedural substantive rule people misread miller courts lot substantive ruling miller rendered life quoting parole unconstitutional penalty class defendants class defendants status juvenile offenders crime reflect transient immaturity youth announced miller announced substantive rule constitutional law procedural rule substantive law embodying distinction cited applying reading announcing montgomery telling montgomery miller,All right.,That is juvenile offenders whose crime reflect the transient immaturity of youth.,MATHENA v. MALVO,,,
